person_id,person_type,activity_id,context,role,years_involved,recognition_level
L2020-10246,Alum,ACT-24,High School,President,3,None
L2020-10246,Alum,ACT-17,High School,Member,2,Regional
L2020-10246,Alum,ACT-06,High School,Member,2,None
L2020-10246,Alum,ACT-09,High School,Member,4,State
L2020-10246,Alum,ACT-23,High School,Member,4,School
L2020-10246,Alum,ACT-13,Undergraduate,Officer,2,School
L2020-10246,Alum,ACT-27,Undergraduate,Member,3,None
L2020-10246,Alum,ACT-12,Undergraduate,Founder,1,Regional
L2021-10247,Alum,ACT-12,High School,Officer,4,School
L2021-10247,Alum,ACT-23,High School,Member,2,None
L2021-10247,Alum,ACT-16,High School,Member,1,Regional
L2021-10247,Alum,ACT-23,Undergraduate,Member,3,School
L2021-10247,Alum,ACT-04,Undergraduate,Member,4,None
L2021-10247,Alum,ACT-06,Undergraduate,Member,1,Regional
L2022-10248,Alum,ACT-04,High School,Member,3,None
L2022-10248,Alum,ACT-23,High School,Officer,4,None
L2022-10248,Alum,ACT-13,High School,Member,2,None
L2022-10248,Alum,ACT-19,Undergraduate,Captain,1,None
L2023-10249,Alum,ACT-12,High School,Member,3,State
L2023-10249,Alum,ACT-23,High School,Officer,2,None
L2023-10249,Alum,ACT-19,High School,Member,2,State
L2023-10249,Alum,ACT-17,High School,Captain,3,Regional
L2023-10249,Alum,ACT-15,High School,Officer,2,None
L2023-10249,Alum,ACT-12,Undergraduate,Officer,2,State
L2023-10249,Alum,ACT-20,Undergraduate,Member,1,State
L2023-10249,Alum,ACT-04,Undergraduate,Member,2,None
L2024-10250,Alum,ACT-04,High School,Captain,4,Regional
L2024-10250,Alum,ACT-12,High School,Founder,3,State
L2024-10250,Alum,ACT-02,High School,Officer,4,Regional
L2024-10250,Alum,ACT-01,High School,Officer,3,Regional
L2024-10250,Alum,ACT-21,Undergraduate,Member,3,None
L2024-10250,Alum,ACT-12,Undergraduate,Captain,3,None
L2024-10250,Alum,ACT-32,Undergraduate,Member,4,None
L2025-10251,Alum,ACT-09,High School,Member,3,School
L2025-10251,Alum,ACT-20,High School,Member,3,None
L2025-10251,Alum,ACT-05,High School,Officer,1,State
L2025-10251,Alum,ACT-26,High School,Member,1,Regional
L2025-10251,Alum,ACT-01,High School,President,1,None
L2025-10251,Alum,ACT-18,Undergraduate,Member,2,Regional
L2025-10251,Alum,ACT-21,Undergraduate,Member,2,None
L2019-10252,Alum,ACT-24,High School,Member,2,None
L2019-10252,Alum,ACT-05,High School,President,2,None
L2019-10252,Alum,ACT-23,High School,President,2,School
L2019-10252,Alum,ACT-08,High School,Member,3,School
L2019-10252,Alum,ACT-12,Undergraduate,Member,3,State
L2019-10252,Alum,ACT-06,Undergraduate,Member,3,School
L2019-10252,Alum,ACT-17,Undergraduate,Captain,1,School
L2020-10253,Alum,ACT-21,High School,Member,2,None
L2020-10253,Alum,ACT-24,High School,Member,3,Regional
L2020-10253,Alum,ACT-02,High School,President,4,School
L2020-10253,Alum,ACT-30,High School,Member,3,None
L2020-10253,Alum,ACT-23,High School,Officer,3,None
L2020-10253,Alum,ACT-12,Undergraduate,Captain,4,Regional
L2020-10253,Alum,ACT-19,Undergraduate,Officer,3,None
L2021-10254,Alum,ACT-05,High School,Member,1,None
L2021-10254,Alum,ACT-13,High School,Member,1,None
L2021-10254,Alum,ACT-12,High School,Member,4,None
L2021-10254,Alum,ACT-19,Undergraduate,Member,4,None
L2022-10255,Alum,ACT-06,High School,Officer,2,None
L2022-10255,Alum,ACT-17,High School,Member,3,None
L2022-10255,Alum,ACT-15,High School,Member,3,State
L2022-10255,Alum,ACT-23,High School,Founder,1,School
L2022-10255,Alum,ACT-12,Undergraduate,Member,1,None
L2022-10255,Alum,ACT-02,Undergraduate,Member,1,School
L2023-10256,Alum,ACT-17,High School,Member,4,None
L2023-10256,Alum,ACT-15,High School,Captain,4,Regional
L2023-10256,Alum,ACT-02,High School,Officer,1,None
L2023-10256,Alum,ACT-30,Undergraduate,Member,4,Regional
L2023-10256,Alum,ACT-17,Undergraduate,President,4,State
L2023-10256,Alum,ACT-29,Undergraduate,Officer,4,None
L2024-10257,Alum,ACT-24,High School,Member,4,None
L2024-10257,Alum,ACT-08,High School,Member,3,None
L2024-10257,Alum,ACT-29,High School,Captain,3,School
L2024-10257,Alum,ACT-15,Undergraduate,President,2,None
L2024-10257,Alum,ACT-26,Undergraduate,Member,4,School
L2025-10258,Alum,ACT-12,High School,Officer,2,Regional
L2025-10258,Alum,ACT-21,High School,Member,1,None
L2025-10258,Alum,ACT-13,High School,Officer,3,None
L2025-10258,Alum,ACT-03,Undergraduate,Member,1,None
L2025-10258,Alum,ACT-23,Undergraduate,Member,1,State
L2019-10259,Alum,ACT-11,High School,Member,1,Regional
L2019-10259,Alum,ACT-09,High School,Member,4,None
L2019-10259,Alum,ACT-17,High School,Member,3,School
L2019-10259,Alum,ACT-28,High School,Member,4,School
L2019-10259,Alum,ACT-13,High School,Captain,4,None
L2019-10259,Alum,ACT-12,High School,President,4,Regional
L2019-10259,Alum,ACT-05,Undergraduate,Member,4,State
L2019-10259,Alum,ACT-08,Undergraduate,President,3,School
L2019-10259,Alum,ACT-01,Undergraduate,Member,4,None
L2020-10260,Alum,ACT-27,High School,Member,2,School
L2020-10260,Alum,ACT-23,High School,Member,1,Regional
L2020-10260,Alum,ACT-02,High School,Officer,4,None
L2020-10260,Alum,ACT-20,High School,Member,4,None
L2020-10260,Alum,ACT-26,High School,Member,2,None
L2020-10260,Alum,ACT-17,Undergraduate,Member,4,National
L2020-10260,Alum,ACT-07,Undergraduate,Member,1,School
L2020-10260,Alum,ACT-29,Undergraduate,Captain,2,None
L2021-10261,Alum,ACT-08,High School,Founder,2,None
L2021-10261,Alum,ACT-23,High School,Officer,2,None
L2021-10261,Alum,ACT-04,High School,Member,2,None
L2021-10261,Alum,ACT-01,High School,Member,1,School
L2021-10261,Alum,ACT-05,High School,Member,3,State
L2021-10261,Alum,ACT-21,High School,Member,2,None
L2021-10261,Alum,ACT-05,Undergraduate,President,1,Regional
L2021-10261,Alum,ACT-01,Undergraduate,Member,1,None
L2022-10262,Alum,ACT-15,High School,Member,1,None
L2022-10262,Alum,ACT-12,High School,Member,3,State
L2022-10262,Alum,ACT-21,High School,Member,3,National
L2022-10262,Alum,ACT-07,High School,Member,1,None
L2022-10262,Alum,ACT-17,Undergraduate,Officer,1,School
L2022-10262,Alum,ACT-05,Undergraduate,Officer,2,State
L2022-10262,Alum,ACT-10,Undergraduate,Member,4,State
L2023-10263,Alum,ACT-31,High School,Officer,2,National
L2023-10263,Alum,ACT-16,High School,Member,3,None
L2023-10263,Alum,ACT-18,High School,Member,2,Regional
L2023-10263,Alum,ACT-15,High School,Member,1,None
L2023-10263,Alum,ACT-04,High School,Captain,1,None
L2023-10263,Alum,ACT-09,Undergraduate,Founder,3,None
L2023-10263,Alum,ACT-33,Undergraduate,Member,4,None
L2024-10264,Alum,ACT-22,High School,Officer,3,None
L2024-10264,Alum,ACT-01,High School,Member,1,School
L2024-10264,Alum,ACT-25,High School,Member,4,Regional
L2024-10264,Alum,ACT-29,Undergraduate,Member,2,Regional
L2024-10264,Alum,ACT-15,Undergraduate,Member,3,Regional
L2024-10264,Alum,ACT-21,Undergraduate,Member,2,None
L2025-10265,Alum,ACT-23,High School,Member,1,None
L2025-10265,Alum,ACT-25,High School,Member,4,None
L2025-10265,Alum,ACT-05,High School,Member,4,School
L2025-10265,Alum,ACT-17,High School,Founder,3,None
L2025-10265,Alum,ACT-01,Undergraduate,Member,3,None
L2025-10265,Alum,ACT-12,Undergraduate,Member,4,None
L2019-10266,Alum,ACT-23,High School,Member,2,Regional
L2019-10266,Alum,ACT-15,High School,Captain,4,None
L2019-10266,Alum,ACT-12,High School,Captain,3,State
L2019-10266,Alum,ACT-09,Undergraduate,Member,1,Regional
L2019-10266,Alum,ACT-31,Undergraduate,Member,4,None
L2020-10267,Alum,ACT-06,High School,Officer,4,None
L2020-10267,Alum,ACT-23,High School,Captain,3,None
L2020-10267,Alum,ACT-21,High School,Member,3,None
L2020-10267,Alum,ACT-24,High School,Member,3,None
L2020-10267,Alum,ACT-08,Undergraduate,Member,4,National
L2020-10267,Alum,ACT-12,Undergraduate,Officer,2,School
L2020-10267,Alum,ACT-15,Undergraduate,Officer,4,State
L2021-10268,Alum,ACT-06,High School,Captain,4,National
L2021-10268,Alum,ACT-12,High School,Member,1,None
L2021-10268,Alum,ACT-02,High School,Member,4,Regional
L2021-10268,Alum,ACT-17,High School,President,3,None
L2021-10268,Alum,ACT-09,High School,Founder,2,None
L2021-10268,Alum,ACT-04,Undergraduate,Captain,3,None
L2022-10269,Alum,ACT-11,High School,President,4,None
L2022-10269,Alum,ACT-13,High School,Member,1,State
L2022-10269,Alum,ACT-23,High School,Member,4,None
L2022-10269,Alum,ACT-27,High School,Member,1,None
L2022-10269,Alum,ACT-02,High School,Member,4,None
L2022-10269,Alum,ACT-25,High School,Member,2,School
L2022-10269,Alum,ACT-12,Undergraduate,Member,2,School
L2023-10270,Alum,ACT-07,High School,Founder,1,None
L2023-10270,Alum,ACT-08,High School,Officer,2,None
L2023-10270,Alum,ACT-12,High School,Officer,2,School
L2023-10270,Alum,ACT-23,High School,Member,1,School
L2023-10270,Alum,ACT-12,Undergraduate,Officer,4,None
L2023-10270,Alum,ACT-21,Undergraduate,Officer,4,None
L2023-10270,Alum,ACT-23,Undergraduate,Member,3,None
L2024-10271,Alum,ACT-06,High School,Officer,4,State
L2024-10271,Alum,ACT-25,High School,Officer,4,None
L2024-10271,Alum,ACT-21,High School,Officer,2,None
L2024-10271,Alum,ACT-03,Undergraduate,Member,2,School
L2025-10272,Alum,ACT-05,High School,Officer,4,School
L2025-10272,Alum,ACT-28,High School,Member,1,Regional
L2025-10272,Alum,ACT-15,High School,Founder,2,School
L2025-10272,Alum,ACT-23,High School,Member,3,School
L2025-10272,Alum,ACT-12,High School,President,4,None
L2025-10272,Alum,ACT-08,High School,Member,3,School
L2025-10272,Alum,ACT-23,Undergraduate,Member,2,None
L2025-10272,Alum,ACT-05,Undergraduate,Member,4,None
L2025-10272,Alum,ACT-12,Undergraduate,Member,1,None
L2019-10273,Alum,ACT-14,High School,Officer,1,None
L2019-10273,Alum,ACT-15,High School,Member,3,None
L2019-10273,Alum,ACT-12,High School,Member,3,None
L2019-10273,Alum,ACT-23,High School,Member,3,None
L2019-10273,Alum,ACT-06,Undergraduate,Officer,3,None
L2019-10273,Alum,ACT-10,Undergraduate,Member,4,School
L2020-10274,Alum,ACT-17,High School,Captain,4,None
L2020-10274,Alum,ACT-08,High School,Member,2,School
L2020-10274,Alum,ACT-04,High School,Officer,2,None
L2020-10274,Alum,ACT-15,High School,Member,4,None
L2020-10274,Alum,ACT-17,Undergraduate,Member,4,None
L2021-10275,Alum,ACT-09,High School,Member,4,Regional
L2021-10275,Alum,ACT-07,High School,Member,1,None
L2021-10275,Alum,ACT-27,High School,Member,1,Regional
L2021-10275,Alum,ACT-15,Undergraduate,President,2,None
L2021-10275,Alum,ACT-32,Undergraduate,Member,4,School
L2022-10276,Alum,ACT-19,High School,Member,1,None
L2022-10276,Alum,ACT-12,High School,Member,2,State
L2022-10276,Alum,ACT-05,High School,Member,1,None
L2022-10276,Alum,ACT-18,High School,President,4,None
L2022-10276,Alum,ACT-13,Undergraduate,Member,4,None
L2022-10276,Alum,ACT-08,Undergraduate,Member,4,School
L2022-10276,Alum,ACT-18,Undergraduate,Member,4,None
L2023-10277,Alum,ACT-06,High School,Member,3,None
L2023-10277,Alum,ACT-21,High School,Member,4,Regional
L2023-10277,Alum,ACT-20,High School,Member,4,Regional
L2023-10277,Alum,ACT-14,High School,Officer,3,School
L2023-10277,Alum,ACT-12,High School,Member,3,Regional
L2023-10277,Alum,ACT-18,High School,Member,4,None
L2023-10277,Alum,ACT-08,Undergraduate,Member,3,School
L2024-10278,Alum,ACT-21,High School,Member,2,None
L2024-10278,Alum,ACT-29,High School,Member,1,Regional
L2024-10278,Alum,ACT-08,High School,Officer,2,None
L2024-10278,Alum,ACT-02,High School,Member,2,School
L2024-10278,Alum,ACT-09,High School,Officer,4,None
L2024-10278,Alum,ACT-18,Undergraduate,Member,2,None
L2025-10279,Alum,ACT-12,High School,Member,4,School
L2025-10279,Alum,ACT-15,High School,Member,2,None
L2025-10279,Alum,ACT-08,High School,Member,3,State
L2025-10279,Alum,ACT-21,High School,Member,1,None
L2025-10279,Alum,ACT-04,Undergraduate,Member,4,State
L2019-10280,Alum,ACT-12,High School,Member,3,None
L2019-10280,Alum,ACT-11,High School,Member,3,None
L2019-10280,Alum,ACT-08,High School,Member,4,School
L2019-10280,Alum,ACT-06,High School,Officer,3,School
L2019-10280,Alum,ACT-24,High School,Member,1,State
L2019-10280,Alum,ACT-12,Undergraduate,Member,3,School
L2019-10280,Alum,ACT-08,Undergraduate,Member,1,National
L2019-10280,Alum,ACT-23,Undergraduate,Member,1,None
L2020-10281,Alum,ACT-13,High School,Member,1,Regional
L2020-10281,Alum,ACT-23,High School,Member,3,School
L2020-10281,Alum,ACT-11,High School,Member,4,None
L2020-10281,Alum,ACT-12,High School,Founder,4,None
L2020-10281,Alum,ACT-30,High School,Member,2,None
L2020-10281,Alum,ACT-12,Undergraduate,Member,3,State
L2020-10281,Alum,ACT-02,Undergraduate,Member,1,School
L2020-10281,Alum,ACT-15,Undergraduate,Officer,3,Regional
L2021-10282,Alum,ACT-07,High School,Member,4,None
L2021-10282,Alum,ACT-21,High School,Captain,4,Regional
L2021-10282,Alum,ACT-18,High School,Member,2,Regional
L2021-10282,Alum,ACT-17,High School,Officer,1,None
L2021-10282,Alum,ACT-15,High School,Member,4,None
L2021-10282,Alum,ACT-26,High School,Officer,1,Regional
L2021-10282,Alum,ACT-06,Undergraduate,President,2,School
L2021-10282,Alum,ACT-07,Undergraduate,Captain,2,State
L2022-10283,Alum,ACT-03,High School,Member,2,School
L2022-10283,Alum,ACT-16,High School,Member,2,School
L2022-10283,Alum,ACT-21,High School,Officer,1,None
L2022-10283,Alum,ACT-15,Undergraduate,Member,3,Regional
L2022-10283,Alum,ACT-07,Undergraduate,Member,4,Regional
L2022-10283,Alum,ACT-45,Undergraduate,Member,2,None
L2023-10284,Alum,ACT-04,High School,Officer,3,None
L2023-10284,Alum,ACT-19,High School,Member,3,Regional
L2023-10284,Alum,ACT-06,High School,Captain,4,None
L2023-10284,Alum,ACT-05,High School,Member,4,Regional
L2023-10284,Alum,ACT-12,Undergraduate,Founder,2,None
L2023-10284,Alum,ACT-23,Undergraduate,Member,4,School
L2024-10285,Alum,ACT-19,High School,Officer,4,None
L2024-10285,Alum,ACT-06,High School,Officer,4,State
L2024-10285,Alum,ACT-12,High School,Founder,1,School
L2024-10285,Alum,ACT-15,Undergraduate,Member,2,None
L2025-10286,Alum,ACT-28,High School,Member,4,None
L2025-10286,Alum,ACT-12,High School,Officer,1,None
L2025-10286,Alum,ACT-08,High School,Officer,1,None
L2025-10286,Alum,ACT-19,Undergraduate,Member,1,None
L2019-10287,Alum,ACT-12,High School,Officer,2,Regional
L2019-10287,Alum,ACT-02,High School,Member,3,None
L2019-10287,Alum,ACT-08,High School,Member,1,None
L2019-10287,Alum,ACT-14,High School,Officer,1,None
L2019-10287,Alum,ACT-15,High School,Member,4,School
L2019-10287,Alum,ACT-23,Undergraduate,Member,3,None
L2020-10288,Alum,ACT-02,High School,Captain,3,School
L2020-10288,Alum,ACT-24,High School,Captain,4,None
L2020-10288,Alum,ACT-01,High School,Member,3,School
L2020-10288,Alum,ACT-17,High School,Captain,1,None
L2020-10288,Alum,ACT-01,Undergraduate,Member,1,None
L2021-10289,Alum,ACT-17,High School,Member,3,None
L2021-10289,Alum,ACT-12,High School,Member,4,Regional
L2021-10289,Alum,ACT-23,High School,Member,1,None
L2021-10289,Alum,ACT-31,High School,Captain,3,None
L2021-10289,Alum,ACT-25,High School,Member,2,School
L2021-10289,Alum,ACT-16,Undergraduate,Member,4,Regional
L2021-10289,Alum,ACT-19,Undergraduate,Officer,4,None
L2021-10289,Alum,ACT-12,Undergraduate,Member,1,None
L2022-10290,Alum,ACT-18,High School,Member,2,School
L2022-10290,Alum,ACT-27,High School,Member,4,None
L2022-10290,Alum,ACT-23,High School,Member,3,State
L2022-10290,Alum,ACT-06,High School,Member,2,State
L2022-10290,Alum,ACT-13,High School,Member,1,State
L2022-10290,Alum,ACT-11,High School,Captain,4,National
L2022-10290,Alum,ACT-27,Undergraduate,Member,1,Regional
L2023-10291,Alum,ACT-26,High School,Member,3,School
L2023-10291,Alum,ACT-01,High School,Officer,4,Regional
L2023-10291,Alum,ACT-14,High School,Member,1,Regional
L2023-10291,Alum,ACT-17,Undergraduate,Captain,4,None
L2023-10291,Alum,ACT-01,Undergraduate,Captain,2,None
L2024-10292,Alum,ACT-13,High School,Member,3,School
L2024-10292,Alum,ACT-30,High School,Member,1,None
L2024-10292,Alum,ACT-12,High School,Member,1,School
L2024-10292,Alum,ACT-09,High School,Officer,1,National
L2024-10292,Alum,ACT-21,High School,Member,3,None
L2024-10292,Alum,ACT-11,Undergraduate,Member,4,None
L2024-10292,Alum,ACT-22,Undergraduate,Officer,4,None
L2025-10293,Alum,ACT-20,High School,Member,1,Regional
L2025-10293,Alum,ACT-12,High School,Officer,2,None
L2025-10293,Alum,ACT-23,High School,Member,2,School
L2025-10293,Alum,ACT-23,Undergraduate,Member,3,None
L2025-10293,Alum,ACT-41,Undergraduate,Captain,2,School
L2019-10294,Alum,ACT-21,High School,Founder,3,None
L2019-10294,Alum,ACT-23,High School,Member,4,None
L2019-10294,Alum,ACT-05,High School,Member,3,None
L2019-10294,Alum,ACT-01,High School,Member,1,School
L2019-10294,Alum,ACT-12,Undergraduate,Member,1,None
L2019-10294,Alum,ACT-15,Undergraduate,Member,1,Regional
L2020-10295,Alum,ACT-20,High School,Founder,4,None
L2020-10295,Alum,ACT-06,High School,Member,4,None
L2020-10295,Alum,ACT-04,High School,Member,3,School
L2020-10295,Alum,ACT-12,Undergraduate,Member,4,None
L2020-10295,Alum,ACT-19,Undergraduate,Founder,3,None
L2021-10296,Alum,ACT-23,High School,Member,3,None
L2021-10296,Alum,ACT-03,High School,Officer,1,None
L2021-10296,Alum,ACT-16,High School,Member,2,State
L2021-10296,Alum,ACT-21,Undergraduate,Member,1,Regional
L2021-10296,Alum,ACT-27,Undergraduate,Member,1,None
L2021-10296,Alum,ACT-07,Undergraduate,Founder,4,State
L2021-10296,Alum,ACT-35,Undergraduate,Member,4,None
L2022-10297,Alum,ACT-17,High School,Member,2,School
L2022-10297,Alum,ACT-21,High School,Captain,4,National
L2022-10297,Alum,ACT-24,High School,Captain,3,None
L2022-10297,Alum,ACT-12,High School,Officer,1,None
L2022-10297,Alum,ACT-02,High School,Officer,3,School
L2022-10297,Alum,ACT-21,Undergraduate,Officer,4,None
L2023-10298,Alum,ACT-09,High School,Member,3,None
L2023-10298,Alum,ACT-15,High School,Captain,1,Regional
L2023-10298,Alum,ACT-12,High School,Captain,1,School
L2023-10298,Alum,ACT-05,High School,President,1,School
L2023-10298,Alum,ACT-12,Undergraduate,Member,2,Regional
L2024-10299,Alum,ACT-13,High School,Member,3,None
L2024-10299,Alum,ACT-20,High School,Member,2,None
L2024-10299,Alum,ACT-08,High School,Officer,3,None
L2024-10299,Alum,ACT-05,High School,Captain,3,None
L2024-10299,Alum,ACT-06,High School,President,2,Regional
L2024-10299,Alum,ACT-10,Undergraduate,Officer,4,None
L2024-10299,Alum,ACT-23,Undergraduate,Officer,2,School
L2025-10300,Alum,ACT-15,High School,Member,3,Regional
L2025-10300,Alum,ACT-19,High School,Member,3,None
L2025-10300,Alum,ACT-16,High School,Officer,2,None
L2025-10300,Alum,ACT-10,High School,Member,1,National
L2025-10300,Alum,ACT-23,High School,Officer,1,None
L2025-10300,Alum,ACT-17,Undergraduate,Member,2,None
L2025-10300,Alum,ACT-29,Undergraduate,Member,2,None
L2019-10301,Alum,ACT-23,High School,Member,1,School
L2019-10301,Alum,ACT-15,High School,Member,4,None
L2019-10301,Alum,ACT-07,High School,President,3,Regional
L2019-10301,Alum,ACT-09,High School,Officer,3,School
L2019-10301,Alum,ACT-28,Undergraduate,Member,2,State
L2020-10302,Alum,ACT-12,High School,Captain,3,None
L2020-10302,Alum,ACT-13,High School,Member,4,None
L2020-10302,Alum,ACT-31,High School,Member,2,School
L2020-10302,Alum,ACT-27,High School,Captain,3,None
L2020-10302,Alum,ACT-15,High School,Member,2,None
L2020-10302,Alum,ACT-23,High School,Officer,2,None
L2020-10302,Alum,ACT-14,Undergraduate,Officer,4,School
L2020-10302,Alum,ACT-23,Undergraduate,President,1,School
L2020-10302,Alum,ACT-15,Undergraduate,President,1,Regional
L2021-10303,Alum,ACT-30,High School,Officer,3,School
L2021-10303,Alum,ACT-03,High School,Member,3,School
L2021-10303,Alum,ACT-06,High School,President,1,None
L2021-10303,Alum,ACT-23,High School,Member,4,School
L2021-10303,Alum,ACT-23,Undergraduate,Member,1,None
L2022-10304,Alum,ACT-05,High School,Member,3,None
L2022-10304,Alum,ACT-12,High School,President,2,None
L2022-10304,Alum,ACT-01,High School,Member,4,School
L2022-10304,Alum,ACT-20,High School,Officer,4,School
L2022-10304,Alum,ACT-17,Undergraduate,Captain,2,None
L2022-10304,Alum,ACT-26,Undergraduate,Member,1,None
L2023-10305,Alum,ACT-17,High School,Member,3,None
L2023-10305,Alum,ACT-02,High School,Member,1,School
L2023-10305,Alum,ACT-30,High School,Officer,3,School
L2023-10305,Alum,ACT-21,Undergraduate,Member,4,School
L2023-10305,Alum,ACT-12,Undergraduate,Member,3,None
L2024-10306,Alum,ACT-12,High School,Officer,4,School
L2024-10306,Alum,ACT-14,High School,Captain,2,None
L2024-10306,Alum,ACT-15,High School,Member,1,None
L2024-10306,Alum,ACT-13,High School,Member,2,None
L2024-10306,Alum,ACT-17,High School,Member,2,State
L2024-10306,Alum,ACT-11,High School,Member,2,School
L2024-10306,Alum,ACT-05,Undergraduate,Member,3,None
L2024-10306,Alum,ACT-17,Undergraduate,Member,1,Regional
L2024-10306,Alum,ACT-12,Undergraduate,Officer,4,School
L2025-10307,Alum,ACT-06,High School,Captain,4,None
L2025-10307,Alum,ACT-13,High School,Member,1,None
L2025-10307,Alum,ACT-12,High School,Member,2,School
L2025-10307,Alum,ACT-23,High School,Founder,4,None
L2025-10307,Alum,ACT-23,Undergraduate,Officer,4,None
L2025-10307,Alum,ACT-12,Undergraduate,Member,2,State
L2019-10308,Alum,ACT-08,High School,Officer,4,School
L2019-10308,Alum,ACT-14,High School,Member,4,Regional
L2019-10308,Alum,ACT-23,High School,Officer,2,None
L2019-10308,Alum,ACT-16,Undergraduate,Member,4,State
L2019-10308,Alum,ACT-19,Undergraduate,Officer,4,None
L2020-10309,Alum,ACT-23,High School,Member,1,School
L2020-10309,Alum,ACT-06,High School,President,2,None
L2020-10309,Alum,ACT-05,High School,Officer,1,School
L2020-10309,Alum,ACT-26,High School,Member,2,School
L2020-10309,Alum,ACT-03,Undergraduate,Officer,4,Regional
L2020-10309,Alum,ACT-12,Undergraduate,Member,2,State
L2020-10309,Alum,ACT-29,Undergraduate,Member,4,None
L2021-10310,Alum,ACT-21,High School,Officer,3,None
L2021-10310,Alum,ACT-24,High School,Officer,4,None
L2021-10310,Alum,ACT-10,High School,Member,3,School
L2021-10310,Alum,ACT-27,High School,Member,2,School
L2021-10310,Alum,ACT-11,High School,Member,2,State
L2021-10310,Alum,ACT-22,High School,Member,4,None
L2021-10310,Alum,ACT-21,Undergraduate,Officer,1,School
L2022-10311,Alum,ACT-02,High School,Member,2,School
L2022-10311,Alum,ACT-23,High School,Member,2,School
L2022-10311,Alum,ACT-12,High School,Member,1,None
L2022-10311,Alum,ACT-13,High School,Member,2,None
L2022-10311,Alum,ACT-01,High School,Member,2,School
L2022-10311,Alum,ACT-12,Undergraduate,Member,3,National
L2022-10311,Alum,ACT-09,Undergraduate,Member,2,None
L2022-10311,Alum,ACT-22,Undergraduate,Member,2,State
L2023-10312,Alum,ACT-11,High School,President,3,None
L2023-10312,Alum,ACT-05,High School,Member,2,None
L2023-10312,Alum,ACT-06,High School,Member,3,Regional
L2023-10312,Alum,ACT-29,High School,Member,3,School
L2023-10312,Alum,ACT-12,Undergraduate,Officer,3,None
L2024-10313,Alum,ACT-12,High School,Member,4,None
L2024-10313,Alum,ACT-05,High School,Member,3,School
L2024-10313,Alum,ACT-16,High School,Member,3,National
L2024-10313,Alum,ACT-04,High School,Member,4,None
L2024-10313,Alum,ACT-15,Undergraduate,Member,1,None
L2024-10313,Alum,ACT-28,Undergraduate,Captain,1,School
L2024-10313,Alum,ACT-12,Undergraduate,Member,3,None
L2025-10314,Alum,ACT-06,High School,Officer,2,Regional
L2025-10314,Alum,ACT-17,High School,Officer,1,Regional
L2025-10314,Alum,ACT-21,High School,Captain,1,Regional
L2025-10314,Alum,ACT-12,High School,Member,3,None
L2025-10314,Alum,ACT-08,High School,Member,4,School
L2025-10314,Alum,ACT-08,Undergraduate,Member,1,None
L2019-10315,Alum,ACT-12,High School,Captain,1,None
L2019-10315,Alum,ACT-09,High School,President,1,State
L2019-10315,Alum,ACT-15,High School,Officer,1,Regional
L2019-10315,Alum,ACT-08,High School,Officer,2,School
L2019-10315,Alum,ACT-23,High School,Member,1,School
L2019-10315,Alum,ACT-03,Undergraduate,Member,4,School
L2020-10316,Alum,ACT-21,High School,Member,1,None
L2020-10316,Alum,ACT-12,High School,Member,4,State
L2020-10316,Alum,ACT-01,High School,Member,4,None
L2020-10316,Alum,ACT-11,High School,Officer,4,Regional
L2020-10316,Alum,ACT-05,High School,Member,3,None
L2020-10316,Alum,ACT-23,Undergraduate,Officer,4,None
L2021-10317,Alum,ACT-10,High School,Captain,1,None
L2021-10317,Alum,ACT-23,High School,Officer,1,None
L2021-10317,Alum,ACT-12,High School,Member,2,Regional
L2021-10317,Alum,ACT-25,High School,Member,2,None
L2021-10317,Alum,ACT-07,High School,Officer,3,None
L2021-10317,Alum,ACT-20,Undergraduate,Member,1,State
L2022-10318,Alum,ACT-08,High School,Member,4,Regional
L2022-10318,Alum,ACT-09,High School,Member,1,None
L2022-10318,Alum,ACT-13,High School,President,4,School
L2022-10318,Alum,ACT-15,High School,Member,1,State
L2022-10318,Alum,ACT-12,High School,Member,1,Regional
L2022-10318,Alum,ACT-22,Undergraduate,Member,2,Regional
L2023-10319,Alum,ACT-25,High School,Member,2,None
L2023-10319,Alum,ACT-23,High School,Member,3,None
L2023-10319,Alum,ACT-05,High School,Officer,4,None
L2023-10319,Alum,ACT-05,Undergraduate,Captain,4,Regional
L2023-10319,Alum,ACT-12,Undergraduate,Officer,4,None
L2024-10320,Alum,ACT-16,High School,Officer,3,School
L2024-10320,Alum,ACT-19,High School,Member,1,State
L2024-10320,Alum,ACT-26,High School,Member,4,None
L2024-10320,Alum,ACT-17,High School,Founder,3,State
L2024-10320,Alum,ACT-13,Undergraduate,Member,4,National
L2024-10320,Alum,ACT-14,Undergraduate,Officer,2,None
L2024-10320,Alum,ACT-12,Undergraduate,Member,4,None
L2025-10321,Alum,ACT-23,High School,Member,3,Regional
L2025-10321,Alum,ACT-15,High School,Officer,2,Regional
L2025-10321,Alum,ACT-09,High School,Member,4,None
L2025-10321,Alum,ACT-18,Undergraduate,Member,3,Regional
L2025-10321,Alum,ACT-19,Undergraduate,President,2,None
L2025-10321,Alum,ACT-12,Undergraduate,Member,1,State
L2019-10322,Alum,ACT-17,High School,Officer,3,None
L2019-10322,Alum,ACT-04,High School,Member,4,None
L2019-10322,Alum,ACT-02,High School,Member,4,None
L2019-10322,Alum,ACT-06,High School,Member,1,School
L2019-10322,Alum,ACT-05,Undergraduate,Founder,2,None
