alum_id,cohort_year,entry_academic_rating,entry_hs_gpa_recalc,entry_testing_policy,entry_sat_total,entry_region,entry_hs_type,entry_first_generation,entry_family_income_band,entry_institutional_aid,entry_intended_school,entry_intended_major,entry_athletic_recruit_sport,entry_demonstrated_interest_rating,final_school,final_major,first_year_gpa,final_cum_gpa,gpa_delta,retained_year2,graduated_4yr,graduated_6yr,academic_probation_ever,major_changes,leadership_roles_count,varsity_seasons,team_captain,honors_thesis,latin_honors,internships_count,study_abroad,postgrad_status_6mo,success_attainment,success_growth,success_completion,success_contribution,exemplar_flag,success_composite_tier
L2019-10259,2019,3,3.54,Test Optional,,International,Parochial,Y,$150K - $249K,19700,School of Nursing & Health,Nursing (BSN),,4,School of Nursing & Health,Nursing (BSN),3.01,3.10,0.09,Y,Y,Y,N,3,1,0,N,N,N,1,Y,Graduate or professional school,0.64,0.5248,1.0,0.1818,N,Tier 3 - Solid
L2020-10260,2020,3,3.76,Test Optional,,Midwest,Public,N,Under $30K,29400,College of Arts & Sciences,Psychology,,5,College of Arts & Sciences,Psychology,3.20,3.53,0.33,Y,Y,Y,N,0,1,0,N,N,N,2,Y,Employed full-time,0.812,0.7624,1.0,0.1818,Y,Tier 2 - Strong
L2021-10261,2021,3,3.69,Submitted,1350,Mid-Atlantic,Public,Y,$100K - $149K,52200,College of Arts & Sciences,Sociology,,4,College of Arts & Sciences,Biology,3.00,3.27,0.27,Y,Y,Y,N,0,1,0,N,N,N,2,N,Graduate or professional school,0.708,0.703,1.0,0.1818,N,Tier 2 - Strong
L2022-10262,2022,4,3.93,Submitted,1390,Mid-Atlantic,Public,N,Under $30K,53400,College of Arts & Sciences,Neuroscience,,3,College of Arts & Sciences,Neuroscience,2.84,3.14,0.30,Y,N,N,N,2,0,0,N,Y,N,1,N,Employed full-time,0.656,0.7327,0.6,0.2727,N,Tier 3 - Solid
L2023-10263,2023,2,3.41,Test Optional,,Mid-Atlantic,Charter,N,$30K - $59K,20800,School of Engineering,Chemical Engineering,Field Hockey,4,School of Engineering,Mechanical Engineering,2.91,3.19,0.28,Y,Y,Y,N,0,1,4,N,N,N,1,N,Seeking,0.676,0.7129,1.0,0.1818,N,Tier 2 - Strong
L2024-10264,2024,4,4.04,Submitted,1470,Mid-Atlantic,Public,N,Not Reported,49400,College of Fine Arts,Music Performance,,4,College of Fine Arts,Studio Art,3.73,4.00,0.27,Y,Y,Y,N,0,3,0,N,N,Y,3,Y,Seeking,1.0,0.703,1.0,0.5455,Y,Tier 1 - Thrived
L2025-10265,2025,4,3.75,Submitted,1380,Mid-Atlantic,Home School,N,$100K - $149K,44700,College of Arts & Sciences,Neuroscience,,3,College of Arts & Sciences,Neuroscience,3.17,3.47,0.30,Y,Y,Y,N,2,2,0,N,N,N,0,N,Employed full-time,0.788,0.7327,1.0,0.3636,Y,Tier 1 - Thrived
L2019-10266,2019,2,3.52,Submitted,1180,West,Public,Y,$30K - $59K,31100,School of Nursing & Health,Public Health,,4,School of Nursing & Health,Public Health,3.07,3.33,0.26,Y,Y,Y,N,0,1,0,N,Y,N,1,N,Employed full-time,0.732,0.6931,1.0,0.4545,Y,Tier 1 - Thrived
L2020-10267,2020,3,3.37,Submitted,1200,Mid-Atlantic,Public,N,$30K - $59K,17100,College of Fine Arts,Theatre,,3,College of Fine Arts,Theatre,2.89,3.05,0.16,Y,Y,Y,N,0,0,0,N,N,N,2,N,Employed full-time,0.62,0.5941,1.0,0.0,N,Tier 3 - Solid
L2021-10268,2021,3,3.56,Test Optional,,West,Public,N,$100K - $149K,28100,School of Engineering,Biomedical Engineering,,3,School of Engineering,Computer Science,3.07,2.90,-0.17,Y,Y,Y,Y,2,2,0,N,N,N,2,Y,Employed full-time,0.56,0.2673,0.85,0.3636,N,Tier 4 - Struggled
L2022-10269,2022,2,3.39,Test Optional,,Southwest,Public,N,$250K and above,22700,School of Business,Supply Chain Management,,3,School of Business,Supply Chain Management,2.63,2.80,0.17,N,N,N,N,0,3,0,N,Y,N,0,N,Employed full-time,0.52,0.604,0.15,0.8182,N,Tier 4 - Struggled
L2023-10270,2023,1,3.08,Submitted,1010,South,Public,N,$30K - $59K,39000,College of Arts & Sciences,Environmental Science,,2,College of Arts & Sciences,History,2.74,2.88,0.14,Y,Y,Y,N,2,1,0,N,N,N,2,N,Unknown,0.552,0.5743,1.0,0.1818,N,Tier 3 - Solid
L2024-10271,2024,4,3.77,Test Optional,,Mid-Atlantic,Private - Independent,Y,Not Reported,18700,School of Nursing & Health,Exercise Science,,2,School of Nursing & Health,Exercise Science,3.45,3.63,0.18,Y,N,Y,N,3,3,0,N,N,N,3,Y,Employed full-time,0.852,0.6139,0.6,0.5455,N,Tier 2 - Strong
L2025-10272,2025,4,3.89,Submitted,1460,Mid-Atlantic,Public,Y,Under $30K,50100,School of Engineering,Computer Science,,4,School of Engineering,Chemical Engineering,3.09,3.40,0.31,Y,Y,Y,N,3,2,0,N,N,N,1,N,Graduate or professional school,0.76,0.7426,1.0,0.3636,Y,Tier 1 - Thrived
L2019-10273,2019,3,3.65,Test Optional,,International,Private - Independent,Y,$60K - $99K,29600,School of Business,Management,,4,School of Business,Management,2.78,3.02,0.24,Y,N,N,Y,3,1,0,N,N,N,1,N,Employed full-time,0.608,0.6733,0.45,0.1818,N,Tier 4 - Struggled
L2020-10274,2020,4,3.79,Test Optional,,Mid-Atlantic,Public,Y,Under $30K,25200,School of Business,Management,,2,School of Business,Supply Chain Management,3.12,3.09,-0.03,Y,Y,Y,N,0,1,0,N,N,N,1,N,Employed full-time,0.636,0.4059,1.0,0.1818,N,Tier 3 - Solid
L2021-10275,2021,2,3.34,Test Optional,,Mid-Atlantic,Parochial,N,$30K - $59K,8200,College of Arts & Sciences,Neuroscience,Football,2,College of Arts & Sciences,Neuroscience,3.41,3.74,0.33,Y,Y,Y,N,0,1,4,N,N,N,0,N,Graduate or professional school,0.896,0.7624,1.0,0.1818,Y,Tier 2 - Strong
L2022-10276,2022,2,3.39,Test Optional,,Mid-Atlantic,Public,N,$100K - $149K,33300,School of Nursing & Health,Nursing (BSN),,3,School of Nursing & Health,Nursing (BSN),3.32,3.48,0.16,Y,Y,Y,N,0,1,0,N,N,N,1,N,Employed full-time,0.792,0.5941,1.0,0.1818,N,Tier 2 - Strong
L2023-10277,2023,2,3.40,Test Optional,,South,Public,N,$150K - $249K,33500,School of Engineering,Civil Engineering,,2,School of Engineering,Civil Engineering,2.59,2.75,0.16,Y,Y,Y,N,0,1,0,N,N,N,1,N,Employed full-time,0.5,0.5941,1.0,0.1818,N,Tier 3 - Solid
L2024-10278,2024,3,3.74,Submitted,1380,West,Parochial,N,$250K and above,25500,School of Nursing & Health,Nursing (BSN),,5,School of Nursing & Health,Nursing (BSN),3.51,3.95,0.44,Y,N,N,N,0,3,0,N,N,N,2,N,Fellowship,0.98,0.8713,0.6,0.5455,Y,Tier 1 - Thrived
L2025-10279,2025,2,3.46,Submitted,1210,South,Public,N,Under $30K,28200,School of Engineering,Chemical Engineering,,5,School of Engineering,Chemical Engineering,3.43,3.43,0.00,Y,Y,Y,N,0,1,0,N,N,N,1,N,Employed full-time,0.772,0.4356,1.0,0.1818,N,Tier 3 - Solid
L2019-10280,2019,3,3.56,Test Optional,,South,Parochial,N,$150K - $249K,52800,College of Arts & Sciences,Biology,,3,College of Arts & Sciences,Biology,3.18,3.49,0.31,N,N,N,N,0,0,0,N,N,N,2,N,Graduate or professional school,0.796,0.7426,0.15,0.0,N,Tier 4 - Struggled
L2020-10281,2020,4,3.77,Submitted,1360,International,Public,N,$60K - $99K,34500,School of Engineering,Biomedical Engineering,,2,School of Engineering,Biomedical Engineering,3.86,4.00,0.14,Y,Y,Y,N,3,0,0,N,N,Y,2,N,Unknown,1.0,0.5743,1.0,0.0,N,Tier 2 - Strong
L2021-10282,2021,3,3.59,Submitted,1230,Mid-Atlantic,Public,N,$30K - $59K,42200,School of Nursing & Health,Nursing (BSN),,4,School of Nursing & Health,Health Administration,3.53,3.90,0.37,Y,Y,Y,N,0,3,0,N,N,Y,2,N,Graduate or professional school,0.96,0.802,1.0,0.5455,Y,Tier 1 - Thrived
L2022-10283,2022,4,4.07,Submitted,1400,Mid-Atlantic,Public,N,$250K and above,59100,School of Nursing & Health,Nursing (BSN),Rowing,3,School of Nursing & Health,Public Health,2.91,2.98,0.07,Y,Y,Y,N,0,1,2,N,Y,N,0,N,Graduate or professional school,0.592,0.505,1.0,0.4545,N,Tier 2 - Strong
L2023-10284,2023,4,3.89,Test Optional,,New England,Public,N,Under $30K,45900,College of Arts & Sciences,Chemistry,,3,College of Arts & Sciences,Chemistry,3.07,3.26,0.19,Y,Y,Y,N,0,2,0,N,N,N,1,N,Employed full-time,0.704,0.6238,1.0,0.3636,Y,Tier 2 - Strong
L2024-10285,2024,3,3.50,Submitted,1230,Midwest,International School,N,$150K - $249K,50800,College of Arts & Sciences,Political Science,,1,College of Arts & Sciences,Political Science,3.12,3.09,-0.03,Y,N,Y,N,0,0,0,N,N,N,1,N,Employed full-time,0.636,0.4059,0.6,0.0,N,Tier 4 - Struggled
L2025-10286,2025,3,3.63,Test Optional,,New England,Public,N,$100K - $149K,56600,School of Nursing & Health,Nursing (BSN),,3,School of Nursing & Health,Nursing (BSN),3.75,3.80,0.05,Y,Y,Y,N,3,0,0,N,N,Y,3,Y,Employed full-time,0.92,0.4851,1.0,0.0,N,Tier 3 - Solid
L2019-10287,2019,3,3.69,Submitted,1310,South,Public,N,$150K - $249K,35600,School of Engineering,Computer Science,,3,School of Engineering,Computer Science,2.99,3.13,0.14,Y,Y,Y,N,0,2,0,N,N,N,2,N,Employed full-time,0.652,0.5743,1.0,0.3636,N,Tier 2 - Strong
L2020-10288,2020,3,3.60,Submitted,1340,New England,Public,N,$60K - $99K,600,School of Engineering,Biomedical Engineering,,3,School of Engineering,Biomedical Engineering,3.10,3.05,-0.05,Y,N,Y,N,1,1,0,N,N,N,0,N,Employed full-time,0.62,0.3861,0.6,0.1818,N,Tier 4 - Struggled
L2021-10289,2021,2,3.18,Submitted,1130,Mid-Atlantic,Public,N,$100K - $149K,52300,College of Arts & Sciences,Biology,,3,College of Arts & Sciences,Biology,3.06,3.24,0.18,Y,N,Y,N,0,2,0,N,N,N,1,N,Seeking,0.696,0.6139,0.6,0.3636,N,Tier 3 - Solid
L2022-10290,2022,2,3.42,Submitted,1190,South,Parochial,Y,$150K - $249K,45300,School of Nursing & Health,Public Health,,2,School of Nursing & Health,Public Health,2.39,2.43,0.04,Y,Y,Y,N,0,1,0,N,N,N,2,N,Graduate or professional school,0.372,0.4752,1.0,0.1818,N,Tier 4 - Struggled
L2023-10291,2023,4,3.76,Submitted,1310,New England,Private - Independent,Y,$100K - $149K,4100,School of Nursing & Health,Nursing (BSN),,3,School of Nursing & Health,Nursing (BSN),3.51,3.68,0.17,Y,Y,Y,N,0,1,0,N,N,Y,2,N,Seeking,0.872,0.604,1.0,0.1818,N,Tier 2 - Strong
L2024-10292,2024,3,3.74,Submitted,1330,International,Public,Y,$150K - $249K,29100,School of Business,Finance,,4,School of Business,Finance,1.78,1.63,-0.15,Y,N,Y,N,3,0,0,N,N,N,0,N,Employed full-time,0.052,0.2871,0.6,0.0,N,Tier 4 - Struggled
L2025-10293,2025,3,3.46,Submitted,1190,Midwest,Public,N,$250K and above,54700,College of Arts & Sciences,Mathematics,Track & Field,5,College of Arts & Sciences,Mathematics,3.53,3.94,0.41,Y,Y,Y,N,2,1,2,Y,Y,Y,2,N,Employed full-time,0.976,0.8416,1.0,0.7273,Y,Tier 1 - Thrived
L2019-10294,2019,3,3.59,Test Optional,,Mid-Atlantic,Parochial,N,$100K - $149K,1500,School of Business,Management,,3,School of Business,Management,3.14,3.57,0.43,Y,Y,Y,N,1,0,0,N,Y,N,4,N,Employed full-time,0.828,0.8614,1.0,0.2727,Y,Tier 1 - Thrived
L2020-10295,2020,3,3.65,Submitted,1270,Midwest,Private - Independent,N,$60K - $99K,17300,College of Arts & Sciences,Chemistry,,3,College of Arts & Sciences,Chemistry,3.39,3.62,0.23,Y,Y,Y,N,3,2,0,N,Y,N,2,N,Fellowship,0.848,0.6634,1.0,0.6364,Y,Tier 1 - Thrived
L2021-10296,2021,2,3.36,Submitted,1160,New England,Public,N,$60K - $99K,6100,School of Nursing & Health,Public Health,Women's Soccer,3,School of Nursing & Health,Public Health,2.79,2.62,-0.17,Y,N,Y,N,0,2,4,N,N,N,2,Y,Employed full-time,0.448,0.2673,0.6,0.3636,N,Tier 4 - Struggled
L2022-10297,2022,2,3.28,Submitted,1140,Mid-Atlantic,Private - Independent,N,Under $30K,16100,School of Engineering,Mechanical Engineering,,2,School of Engineering,Mechanical Engineering,2.57,2.91,0.34,Y,Y,Y,N,2,1,0,N,N,N,1,N,Seeking,0.564,0.7723,1.0,0.1818,N,Tier 3 - Solid
L2023-10298,2023,2,3.26,Submitted,1160,New England,International School,N,$100K - $149K,58600,College of Arts & Sciences,Undeclared,,3,College of Arts & Sciences,Undeclared,3.06,3.36,0.30,Y,Y,Y,N,1,0,0,N,N,N,0,Y,Employed full-time,0.744,0.7327,1.0,0.0,N,Tier 3 - Solid
L2024-10299,2024,3,3.76,Submitted,1340,South,Public,N,$30K - $59K,27400,College of Arts & Sciences,History,,3,College of Arts & Sciences,History,3.08,3.31,0.23,Y,Y,Y,N,2,2,0,N,N,N,1,N,Graduate or professional school,0.724,0.6634,1.0,0.3636,Y,Tier 2 - Strong
L2025-10300,2025,3,3.77,Submitted,1290,South,Charter,N,Not Reported,57500,College of Arts & Sciences,History,,4,College of Arts & Sciences,History,3.76,3.83,0.07,Y,Y,Y,N,3,2,0,N,N,N,1,N,Unknown,0.932,0.505,1.0,0.3636,Y,Tier 2 - Strong
L2019-10301,2019,2,3.46,Test Optional,,Mid-Atlantic,Public,N,$30K - $59K,27900,School of Nursing & Health,Exercise Science,,1,School of Nursing & Health,Exercise Science,2.52,2.51,-0.01,Y,Y,Y,N,0,0,0,N,N,N,0,N,Employed full-time,0.404,0.4257,1.0,0.0,N,Tier 4 - Struggled
L2020-10302,2020,4,3.95,Test Optional,,Mid-Atlantic,Public,N,$250K and above,46700,School of Nursing & Health,Health Administration,,2,School of Nursing & Health,Health Administration,3.40,3.63,0.23,Y,Y,Y,N,3,3,0,N,N,N,3,N,Employed full-time,0.852,0.6634,1.0,0.5455,Y,Tier 1 - Thrived
L2021-10303,2021,3,3.54,Submitted,1280,West,Private - Independent,N,Under $30K,51200,College of Arts & Sciences,Undeclared,,3,College of Arts & Sciences,Biology,3.15,3.34,0.19,Y,Y,Y,N,0,1,0,N,Y,N,2,N,Employed full-time,0.736,0.6238,1.0,0.4545,Y,Tier 2 - Strong
L2022-10304,2022,3,3.77,Test Optional,,Mid-Atlantic,Public,N,$100K - $149K,35100,College of Arts & Sciences,Economics,,3,College of Arts & Sciences,Undeclared,2.99,3.35,0.36,Y,Y,Y,N,2,2,0,N,N,N,3,Y,Fellowship,0.74,0.7921,1.0,0.3636,Y,Tier 1 - Thrived
L2023-10305,2023,2,3.33,Submitted,1260,South,Parochial,N,Under $30K,45500,School of Nursing & Health,Exercise Science,,4,School of Nursing & Health,Exercise Science,2.95,3.12,0.17,Y,Y,Y,N,0,1,0,N,N,N,0,Y,Fellowship,0.648,0.604,1.0,0.1818,N,Tier 3 - Solid
L2024-10306,2024,4,3.89,Submitted,1320,Southwest,Parochial,N,$150K - $249K,54400,School of Business,Finance,,4,School of Business,Finance,3.41,3.47,0.06,Y,Y,Y,N,1,0,0,N,N,N,2,Y,Employed full-time,0.788,0.495,1.0,0.0,N,Tier 3 - Solid
L2025-10307,2025,3,3.77,Submitted,1310,International,Charter,Y,$100K - $149K,23900,College of Arts & Sciences,Communication,,3,College of Arts & Sciences,Communication,4.00,4.00,0.00,Y,Y,Y,N,1,4,0,N,N,Y,1,N,Employed full-time,1.0,0.4356,1.0,0.7273,Y,Tier 1 - Thrived
L2019-10308,2019,2,3.35,Submitted,1190,Mid-Atlantic,Public,N,Under $30K,32000,School of Engineering,Civil Engineering,,2,School of Engineering,Civil Engineering,3.02,3.18,0.16,Y,Y,Y,N,0,2,0,N,N,N,1,Y,Fellowship,0.672,0.5941,1.0,0.3636,N,Tier 2 - Strong
L2020-10309,2020,4,3.91,Test Optional,,Midwest,International School,N,$150K - $249K,50400,School of Business,Finance,,3,School of Business,Management,3.51,3.67,0.16,Y,Y,Y,N,2,3,0,N,Y,N,2,N,Graduate or professional school,0.868,0.5941,1.0,0.8182,Y,Tier 1 - Thrived
L2021-10310,2021,1,3.07,Submitted,1030,West,Public,N,$60K - $99K,16400,College of Arts & Sciences,Undeclared,,3,College of Arts & Sciences,Economics,2.79,2.78,-0.01,Y,Y,Y,N,1,1,0,N,N,N,1,N,Employed full-time,0.512,0.4257,1.0,0.1818,N,Tier 4 - Struggled
L2022-10311,2022,4,3.78,Test Optional,,Midwest,Public,N,$250K and above,17200,College of Arts & Sciences,Biology,,3,College of Arts & Sciences,Biology,3.41,3.50,0.09,N,N,N,N,0,0,0,N,N,N,0,Y,Fellowship,0.8,0.5248,0.15,0.0,N,Tier 4 - Struggled
L2023-10312,2023,2,3.49,Submitted,1260,International,Public,N,$150K - $249K,3800,College of Arts & Sciences,Economics,,3,College of Arts & Sciences,Economics,3.08,3.22,0.14,Y,N,N,N,0,1,0,N,Y,N,1,N,Graduate or professional school,0.688,0.5743,0.6,0.4545,N,Tier 3 - Solid
L2024-10313,2024,3,3.80,Test Optional,,Mid-Atlantic,Parochial,N,Not Reported,58100,College of Arts & Sciences,Sociology,,2,College of Arts & Sciences,Sociology,3.00,3.21,0.21,Y,Y,Y,N,1,2,0,N,N,N,3,N,Fellowship,0.684,0.6436,1.0,0.3636,Y,Tier 2 - Strong
L2025-10314,2025,3,3.52,Test Optional,,Midwest,Public,N,$30K - $59K,20600,College of Arts & Sciences,Neuroscience,,2,College of Arts & Sciences,Neuroscience,2.93,3.35,0.42,Y,Y,Y,N,0,1,0,N,N,N,2,N,Employed full-time,0.74,0.8515,1.0,0.1818,Y,Tier 2 - Strong
L2019-10315,2019,3,3.45,Submitted,1220,West,Public,N,$60K - $99K,53300,College of Arts & Sciences,History,,4,College of Arts & Sciences,History,2.73,3.02,0.29,Y,Y,Y,N,1,1,0,N,N,N,0,N,Employed full-time,0.608,0.7228,1.0,0.1818,N,Tier 3 - Solid
L2020-10316,2020,3,3.57,Submitted,1270,International,Public,N,$60K - $99K,21200,College of Arts & Sciences,Economics,,3,College of Arts & Sciences,Economics,3.01,3.10,0.09,Y,N,Y,N,0,3,0,N,Y,N,3,N,Employed full-time,0.64,0.5248,0.6,0.8182,N,Tier 2 - Strong
L2021-10317,2021,3,3.68,Submitted,1380,West,Public,N,$30K - $59K,7300,School of Engineering,Biomedical Engineering,,4,School of Engineering,Biomedical Engineering,3.04,2.82,-0.22,Y,Y,Y,N,0,1,0,N,N,N,1,N,Employed full-time,0.528,0.2178,1.0,0.1818,N,Tier 4 - Struggled
L2022-10318,2022,2,3.25,Submitted,1140,West,Private - Independent,N,$60K - $99K,16300,School of Business,Accounting,,3,School of Business,Accounting,2.60,2.38,-0.22,Y,Y,Y,N,3,1,0,N,N,N,1,N,Graduate or professional school,0.352,0.2178,1.0,0.1818,N,Tier 4 - Struggled
L2023-10319,2023,2,3.35,Submitted,1130,Mid-Atlantic,Private - Independent,N,$150K - $249K,34900,School of Business,Supply Chain Management,,3,School of Business,Supply Chain Management,2.45,2.28,-0.17,Y,Y,Y,N,3,1,0,N,N,N,2,N,Graduate or professional school,0.312,0.2673,1.0,0.1818,N,Tier 4 - Struggled
L2024-10320,2024,3,3.49,Submitted,1310,West,Private - Independent,N,$150K - $249K,2500,School of Engineering,Electrical Engineering,,2,School of Engineering,Mechanical Engineering,2.66,2.76,0.10,Y,N,Y,N,0,2,0,N,N,N,2,N,Seeking,0.504,0.5347,0.6,0.3636,N,Tier 4 - Struggled
L2025-10321,2025,1,3.10,Submitted,1060,Mid-Atlantic,Private - Independent,N,$30K - $59K,13800,College of Arts & Sciences,English,,4,College of Arts & Sciences,English,2.61,2.38,-0.23,Y,Y,Y,N,0,0,0,N,N,N,1,N,Employed full-time,0.352,0.2079,1.0,0.0,N,Tier 4 - Struggled
L2019-10322,2019,3,3.72,Test Optional,,Mid-Atlantic,Public,N,$100K - $149K,3000,School of Engineering,Mechanical Engineering,,4,School of Engineering,Civil Engineering,3.35,3.49,0.14,Y,Y,Y,N,0,0,0,N,N,N,0,Y,Unknown,0.796,0.5743,1.0,0.0,N,Tier 3 - Solid
L2020-10323,2020,3,3.74,Submitted,1370,International,Public,N,$100K - $149K,47400,College of Arts & Sciences,Economics,,5,College of Arts & Sciences,Communication,2.44,2.62,0.18,N,N,N,N,0,2,0,N,N,N,1,N,Graduate or professional school,0.448,0.6139,0.15,0.3636,N,Tier 4 - Struggled
L2021-10324,2021,2,3.61,Submitted,1240,Mid-Atlantic,Public,N,$100K - $149K,10800,College of Arts & Sciences,Environmental Science,,3,College of Arts & Sciences,Environmental Science,3.01,3.21,0.20,Y,Y,Y,N,1,0,0,N,N,N,1,N,Graduate or professional school,0.684,0.6337,1.0,0.0,N,Tier 3 - Solid
L2022-10325,2022,5,4.24,Submitted,1470,Mid-Atlantic,Public,N,$150K - $249K,59200,College of Arts & Sciences,Sociology,,5,College of Arts & Sciences,Sociology,3.44,4.00,0.56,Y,Y,Y,N,2,2,0,N,N,Y,1,Y,Fellowship,1.0,0.9901,1.0,0.3636,Y,Tier 1 - Thrived
L2023-10326,2023,3,3.66,Submitted,1290,Midwest,Home School,N,$250K and above,10800,School of Business,Business Analytics,,5,School of Business,Business Analytics,3.06,3.52,0.46,Y,Y,Y,N,2,1,0,N,N,N,0,Y,Employed full-time,0.808,0.8911,1.0,0.1818,Y,Tier 1 - Thrived
L2024-10327,2024,3,3.68,Test Optional,,Mid-Atlantic,Private - Independent,N,$150K - $249K,44400,College of Arts & Sciences,History,,3,College of Arts & Sciences,Biology,3.78,4.00,0.22,Y,Y,Y,N,0,0,0,N,N,Y,1,Y,Graduate or professional school,1.0,0.6535,1.0,0.0,N,Tier 2 - Strong
L2025-10328,2025,4,3.73,Test Optional,,International,Private - Independent,N,Not Reported,45500,School of Engineering,Mechanical Engineering,,3,School of Engineering,Mechanical Engineering,2.76,2.71,-0.05,Y,Y,Y,N,0,1,0,N,N,N,1,N,Employed full-time,0.484,0.3861,1.0,0.1818,N,Tier 4 - Struggled
L2019-10329,2019,3,3.51,Submitted,1270,Mid-Atlantic,International School,N,$250K and above,36500,College of Arts & Sciences,Environmental Science,,3,College of Arts & Sciences,Mathematics,3.26,3.37,0.11,Y,Y,Y,N,3,1,0,N,N,N,1,N,Unknown,0.748,0.5446,1.0,0.1818,N,Tier 3 - Solid
L2020-10330,2020,3,3.72,Submitted,1340,Mid-Atlantic,Private - Independent,Y,$100K - $149K,52600,School of Nursing & Health,Nursing (BSN),,5,School of Nursing & Health,Nursing (BSN),3.20,3.53,0.33,Y,Y,Y,Y,2,3,0,N,N,N,2,Y,Graduate or professional school,0.812,0.7624,0.85,0.5455,Y,Tier 1 - Thrived
L2021-10331,2021,2,3.29,Test Optional,,South,Public,N,$150K - $249K,7600,College of Arts & Sciences,Sociology,,4,College of Arts & Sciences,Sociology,2.92,3.25,0.33,Y,Y,Y,N,0,2,0,N,N,N,2,Y,Seeking,0.7,0.7624,1.0,0.3636,Y,Tier 2 - Strong
L2022-10332,2022,3,3.55,Submitted,1330,South,Private - Independent,Y,$30K - $59K,21200,School of Engineering,Civil Engineering,,4,School of Engineering,Civil Engineering,3.31,3.51,0.20,Y,N,N,N,1,2,0,N,N,N,3,Y,Graduate or professional school,0.804,0.6337,0.6,0.3636,N,Tier 3 - Solid
L2023-10333,2023,3,3.73,Test Optional,,Mid-Atlantic,Public,N,$100K - $149K,8900,School of Business,Marketing,,3,School of Business,Marketing,3.15,3.22,0.07,Y,Y,Y,Y,1,0,0,N,N,N,1,N,Graduate or professional school,0.688,0.505,0.85,0.0,N,Tier 4 - Struggled
L2024-10334,2024,3,3.69,Submitted,1280,Midwest,Private - Independent,Y,$100K - $149K,49600,School of Nursing & Health,Nursing (BSN),,1,School of Nursing & Health,Nursing (BSN),2.81,3.11,0.30,Y,Y,Y,N,2,0,0,N,N,N,2,Y,Graduate or professional school,0.644,0.7327,1.0,0.0,N,Tier 3 - Solid
L2025-10335,2025,3,3.51,Submitted,1180,New England,Public,N,$150K - $249K,21200,School of Engineering,Electrical Engineering,,5,School of Engineering,Electrical Engineering,2.72,3.01,0.29,Y,N,N,N,0,0,0,N,Y,N,2,N,Seeking,0.604,0.7228,0.6,0.2727,N,Tier 3 - Solid
L2019-10336,2019,2,3.40,Submitted,1140,Midwest,Private - Independent,N,$30K - $59K,60800,School of Engineering,Mechanical Engineering,,1,School of Engineering,Mechanical Engineering,2.90,3.22,0.32,Y,N,N,N,1,0,0,N,N,N,1,N,Employed full-time,0.688,0.7525,0.6,0.0,N,Tier 4 - Struggled
L2020-10337,2020,4,3.87,Submitted,1360,Mid-Atlantic,Public,N,$250K and above,36500,School of Nursing & Health,Public Health,,4,School of Nursing & Health,Exercise Science,2.86,3.29,0.43,Y,Y,Y,N,1,2,0,N,N,N,3,N,Employed full-time,0.716,0.8614,1.0,0.3636,Y,Tier 1 - Thrived
L2021-10338,2021,3,3.57,Submitted,1270,New England,Public,N,$30K - $59K,4200,School of Business,Supply Chain Management,,2,School of Business,Supply Chain Management,3.01,2.95,-0.06,N,N,N,N,3,1,0,N,N,N,2,N,Employed full-time,0.58,0.3762,0.15,0.1818,N,Tier 4 - Struggled
L2022-10339,2022,2,3.31,Test Optional,,Mid-Atlantic,Public,Y,$150K - $249K,15400,School of Nursing & Health,Public Health,,1,School of Nursing & Health,Public Health,2.70,2.66,-0.04,Y,Y,Y,Y,0,2,0,N,N,N,0,N,Graduate or professional school,0.464,0.396,0.85,0.3636,N,Tier 4 - Struggled
L2023-10340,2023,3,3.68,Test Optional,,South,Public,N,$60K - $99K,17900,School of Nursing & Health,Health Administration,,2,School of Nursing & Health,Health Administration,3.20,3.25,0.05,N,N,N,N,0,1,0,N,N,N,2,N,Graduate or professional school,0.7,0.4851,0.15,0.1818,N,Tier 4 - Struggled
L2024-10341,2024,2,3.40,Submitted,1180,South,Public,N,$60K - $99K,42100,School of Engineering,Biomedical Engineering,,3,School of Engineering,Biomedical Engineering,2.91,2.86,-0.05,Y,Y,Y,N,0,1,0,N,N,N,0,N,Fellowship,0.544,0.3861,1.0,0.1818,N,Tier 4 - Struggled
L2025-10342,2025,3,3.59,Test Optional,,New England,Public,Y,$100K - $149K,46600,School of Engineering,Biomedical Engineering,,3,School of Engineering,Biomedical Engineering,2.76,3.18,0.42,Y,N,N,N,1,3,0,N,N,N,1,N,Employed full-time,0.672,0.8515,0.6,0.5455,Y,Tier 2 - Strong
L2019-10343,2019,5,4.30,Submitted,1550,Midwest,Public,N,$100K - $149K,28600,College of Arts & Sciences,Sociology,,4,College of Arts & Sciences,Economics,3.83,4.00,0.17,Y,Y,Y,N,3,1,0,N,Y,N,2,N,Seeking,1.0,0.604,1.0,0.4545,Y,Tier 1 - Thrived
L2020-10344,2020,3,3.50,Submitted,1200,Mid-Atlantic,Public,Y,$100K - $149K,22600,School of Engineering,Mechanical Engineering,,2,School of Engineering,Mechanical Engineering,3.16,3.15,-0.01,Y,Y,Y,N,1,1,0,N,Y,N,0,N,Seeking,0.66,0.4257,1.0,0.4545,N,Tier 2 - Strong
