person_id,person_type,club_id,relationship,interest_signal,signal_strength,club_role,years_active
L2025-10118,Alum,CLB-05,MEMBER_OF,,,Member,2
L2019-10119,Alum,CLB-14,MEMBER_OF,,,President,1
L2019-10119,Alum,CLB-17,MEMBER_OF,,,Officer,1
L2019-10119,Alum,CLB-40,MEMBER_OF,,,Officer,3
L2019-10119,Alum,CLB-22,MEMBER_OF,,,Member,4
L2020-10120,Alum,CLB-14,MEMBER_OF,,,Officer,4
L2020-10120,Alum,CLB-40,MEMBER_OF,,,Officer,2
L2020-10120,Alum,CLB-06,MEMBER_OF,,,Founder,2
L2020-10120,Alum,CLB-31,MEMBER_OF,,,Officer,4
L2022-10122,Alum,CLB-13,MEMBER_OF,,,Member,1
L2022-10122,Alum,CLB-14,MEMBER_OF,,,Member,2
L2024-10124,Alum,CLB-17,MEMBER_OF,,,Member,4
L2024-10124,Alum,CLB-41,MEMBER_OF,,,Member,1
L2024-10124,Alum,CLB-13,MEMBER_OF,,,Member,1
L2024-10124,Alum,CLB-19,MEMBER_OF,,,President,1
L2025-10125,Alum,CLB-01,MEMBER_OF,,,Member,2
L2025-10125,Alum,CLB-15,MEMBER_OF,,,Member,1
L2019-10126,Alum,CLB-09,MEMBER_OF,,,Member,4
L2019-10126,Alum,CLB-14,MEMBER_OF,,,Member,4
L2020-10127,Alum,CLB-14,MEMBER_OF,,,Member,1
L2020-10127,Alum,CLB-22,MEMBER_OF,,,Member,1
L2021-10128,Alum,CLB-23,MEMBER_OF,,,Member,3
L2021-10128,Alum,CLB-14,MEMBER_OF,,,Member,1
L2022-10129,Alum,CLB-23,MEMBER_OF,,,Member,3
L2022-10129,Alum,CLB-01,MEMBER_OF,,,Officer,3
L2022-10129,Alum,CLB-39,MEMBER_OF,,,Member,3
L2022-10129,Alum,CLB-40,MEMBER_OF,,,Member,4
L2023-10130,Alum,CLB-39,MEMBER_OF,,,Officer,4
L2023-10130,Alum,CLB-25,MEMBER_OF,,,Member,3
L2023-10130,Alum,CLB-01,MEMBER_OF,,,President,2
L2023-10130,Alum,CLB-14,MEMBER_OF,,,Member,3
L2024-10131,Alum,CLB-04,MEMBER_OF,,,Officer,3
L2025-10132,Alum,CLB-41,MEMBER_OF,,,Member,1
L2025-10132,Alum,CLB-10,MEMBER_OF,,,Member,4
L2019-10133,Alum,CLB-14,MEMBER_OF,,,Member,3
L2020-10134,Alum,CLB-09,MEMBER_OF,,,Member,3
L2021-10135,Alum,CLB-41,MEMBER_OF,,,Member,3
L2021-10135,Alum,CLB-13,MEMBER_OF,,,President,4
L2021-10135,Alum,CLB-10,MEMBER_OF,,,Member,3
L2022-10136,Alum,CLB-12,MEMBER_OF,,,Member,1
L2022-10136,Alum,CLB-14,MEMBER_OF,,,Officer,2
L2023-10137,Alum,CLB-45,MEMBER_OF,,,Member,3
L2023-10137,Alum,CLB-12,MEMBER_OF,,,Member,3
L2023-10137,Alum,CLB-23,MEMBER_OF,,,Member,4
L2024-10138,Alum,CLB-25,MEMBER_OF,,,Member,1
L2024-10138,Alum,CLB-02,MEMBER_OF,,,Member,4
L2025-10139,Alum,CLB-17,MEMBER_OF,,,Member,3
L2019-10140,Alum,CLB-05,MEMBER_OF,,,Member,4
L2019-10140,Alum,CLB-41,MEMBER_OF,,,Member,2
L2021-10142,Alum,CLB-15,MEMBER_OF,,,Officer,3
L2022-10143,Alum,CLB-27,MEMBER_OF,,,Officer,1
L2022-10143,Alum,CLB-12,MEMBER_OF,,,Member,1
L2023-10144,Alum,CLB-14,MEMBER_OF,,,Member,4
L2023-10144,Alum,CLB-41,MEMBER_OF,,,Member,1
L2019-10147,Alum,CLB-17,MEMBER_OF,,,Founder,4
L2020-10148,Alum,CLB-23,MEMBER_OF,,,Officer,2
L2020-10148,Alum,CLB-14,MEMBER_OF,,,Member,1
L2020-10148,Alum,CLB-04,MEMBER_OF,,,Member,3
L2021-10149,Alum,CLB-05,MEMBER_OF,,,Member,1
L2021-10149,Alum,CLB-14,MEMBER_OF,,,Member,1
L2021-10149,Alum,CLB-23,MEMBER_OF,,,President,1
L2021-10149,Alum,CLB-39,MEMBER_OF,,,Member,3
L2022-10150,Alum,CLB-23,MEMBER_OF,,,Officer,1
L2022-10150,Alum,CLB-10,MEMBER_OF,,,Officer,4
L2022-10150,Alum,CLB-21,MEMBER_OF,,,Member,1
L2022-10150,Alum,CLB-09,MEMBER_OF,,,Officer,4
L2023-10151,Alum,CLB-23,MEMBER_OF,,,Member,1
L2023-10151,Alum,CLB-28,MEMBER_OF,,,Member,4
L2023-10151,Alum,CLB-24,MEMBER_OF,,,Member,4
L2023-10151,Alum,CLB-15,MEMBER_OF,,,Member,2
L2025-10153,Alum,CLB-19,MEMBER_OF,,,Officer,2
L2025-10153,Alum,CLB-09,MEMBER_OF,,,Member,1
L2025-10153,Alum,CLB-06,MEMBER_OF,,,Member,2
L2019-10154,Alum,CLB-05,MEMBER_OF,,,Member,2
L2020-10155,Alum,CLB-23,MEMBER_OF,,,Member,4
L2020-10155,Alum,CLB-11,MEMBER_OF,,,Officer,2
L2020-10155,Alum,CLB-40,MEMBER_OF,,,Member,4
L2020-10155,Alum,CLB-19,MEMBER_OF,,,Founder,3
L2021-10156,Alum,CLB-26,MEMBER_OF,,,Member,2
L2021-10156,Alum,CLB-10,MEMBER_OF,,,Member,4
L2022-10157,Alum,CLB-32,MEMBER_OF,,,Member,4
L2023-10158,Alum,CLB-01,MEMBER_OF,,,Member,3
L2023-10158,Alum,CLB-27,MEMBER_OF,,,Officer,4
L2023-10158,Alum,CLB-14,MEMBER_OF,,,Officer,3
L2024-10159,Alum,CLB-09,MEMBER_OF,,,Member,4
L2025-10160,Alum,CLB-09,MEMBER_OF,,,Member,3
L2019-10161,Alum,CLB-23,MEMBER_OF,,,Founder,3
L2019-10161,Alum,CLB-41,MEMBER_OF,,,Member,3
L2019-10161,Alum,CLB-14,MEMBER_OF,,,Member,3
L2020-10162,Alum,CLB-25,MEMBER_OF,,,Member,2
L2020-10162,Alum,CLB-41,MEMBER_OF,,,Member,2
L2020-10162,Alum,CLB-03,MEMBER_OF,,,Member,1
L2021-10163,Alum,CLB-14,MEMBER_OF,,,Member,3
L2022-10164,Alum,CLB-33,MEMBER_OF,,,Member,4
L2023-10165,Alum,CLB-44,MEMBER_OF,,,Officer,2
L2023-10165,Alum,CLB-17,MEMBER_OF,,,Member,4
L2024-10166,Alum,CLB-22,MEMBER_OF,,,Member,1
L2024-10166,Alum,CLB-14,MEMBER_OF,,,Member,4
L2024-10166,Alum,CLB-05,MEMBER_OF,,,Member,2
L2019-10168,Alum,CLB-39,MEMBER_OF,,,Member,2
L2019-10168,Alum,CLB-14,MEMBER_OF,,,Member,3
L2020-10169,Alum,CLB-17,MEMBER_OF,,,Member,1
L2020-10169,Alum,CLB-14,MEMBER_OF,,,Member,2
L2021-10170,Alum,CLB-17,MEMBER_OF,,,Founder,2
L2022-10171,Alum,CLB-14,MEMBER_OF,,,Member,4
L2022-10171,Alum,CLB-15,MEMBER_OF,,,Member,2
L2022-10171,Alum,CLB-25,MEMBER_OF,,,Member,1
L2022-10171,Alum,CLB-20,MEMBER_OF,,,Officer,1
L2023-10172,Alum,CLB-21,MEMBER_OF,,,Member,4
L2024-10173,Alum,CLB-09,MEMBER_OF,,,Member,3
L2025-10174,Alum,CLB-14,MEMBER_OF,,,Member,3
L2025-10174,Alum,CLB-35,MEMBER_OF,,,Member,1
L2020-10176,Alum,CLB-22,MEMBER_OF,,,Member,3
L2020-10176,Alum,CLB-27,MEMBER_OF,,,President,3
L2021-10177,Alum,CLB-11,MEMBER_OF,,,Member,1
L2021-10177,Alum,CLB-40,MEMBER_OF,,,Member,3
L2021-10177,Alum,CLB-41,MEMBER_OF,,,Member,2
L2022-10178,Alum,CLB-29,MEMBER_OF,,,Member,4
L2022-10178,Alum,CLB-17,MEMBER_OF,,,Member,3
L2022-10178,Alum,CLB-39,MEMBER_OF,,,Member,2
L2023-10179,Alum,CLB-29,MEMBER_OF,,,Member,2
L2023-10179,Alum,CLB-09,MEMBER_OF,,,Member,3
L2023-10179,Alum,CLB-10,MEMBER_OF,,,Member,1
L2024-10180,Alum,CLB-15,MEMBER_OF,,,Member,4
L2025-10181,Alum,CLB-28,MEMBER_OF,,,Member,4
L2025-10181,Alum,CLB-19,MEMBER_OF,,,Member,3
L2025-10181,Alum,CLB-31,MEMBER_OF,,,Member,2
L2019-10182,Alum,CLB-05,MEMBER_OF,,,Founder,3
L2019-10182,Alum,CLB-01,MEMBER_OF,,,Member,1
L2020-10183,Alum,CLB-28,MEMBER_OF,,,Officer,3
L2020-10183,Alum,CLB-29,MEMBER_OF,,,Officer,1
L2020-10183,Alum,CLB-05,MEMBER_OF,,,Member,2
L2020-10183,Alum,CLB-14,MEMBER_OF,,,Member,2
L2021-10184,Alum,CLB-44,MEMBER_OF,,,Officer,3
L2021-10184,Alum,CLB-06,MEMBER_OF,,,President,3
L2021-10184,Alum,CLB-40,MEMBER_OF,,,Officer,2
L2022-10185,Alum,CLB-17,MEMBER_OF,,,Member,3
L2022-10185,Alum,CLB-14,MEMBER_OF,,,Member,2
L2022-10185,Alum,CLB-08,MEMBER_OF,,,Member,4
L2024-10187,Alum,CLB-05,MEMBER_OF,,,Member,1
L2024-10187,Alum,CLB-40,MEMBER_OF,,,Member,2
L2024-10187,Alum,CLB-32,MEMBER_OF,,,Officer,3
L2024-10187,Alum,CLB-23,MEMBER_OF,,,Founder,4
L2025-10188,Alum,CLB-23,MEMBER_OF,,,Member,4
L2025-10188,Alum,CLB-28,MEMBER_OF,,,Officer,4
L2025-10188,Alum,CLB-21,MEMBER_OF,,,Member,3
L2019-10189,Alum,CLB-05,MEMBER_OF,,,Founder,4
L2020-10190,Alum,CLB-07,MEMBER_OF,,,Officer,1
L2020-10190,Alum,CLB-24,MEMBER_OF,,,Member,1
L2021-10191,Alum,CLB-04,MEMBER_OF,,,Member,2
L2021-10191,Alum,CLB-41,MEMBER_OF,,,President,4
L2021-10191,Alum,CLB-23,MEMBER_OF,,,Member,2
L2021-10191,Alum,CLB-05,MEMBER_OF,,,President,2
L2022-10192,Alum,CLB-22,MEMBER_OF,,,President,3
L2022-10192,Alum,CLB-01,MEMBER_OF,,,Member,2
L2023-10193,Alum,CLB-01,MEMBER_OF,,,Member,4
L2024-10194,Alum,CLB-09,MEMBER_OF,,,Member,2
L2024-10194,Alum,CLB-24,MEMBER_OF,,,Founder,3
L2025-10195,Alum,CLB-14,MEMBER_OF,,,Officer,3
L2025-10195,Alum,CLB-17,MEMBER_OF,,,Member,1
L2019-10196,Alum,CLB-24,MEMBER_OF,,,Officer,1
L2020-10197,Alum,CLB-01,MEMBER_OF,,,Officer,1
L2020-10197,Alum,CLB-39,MEMBER_OF,,,Officer,1
L2021-10198,Alum,CLB-17,MEMBER_OF,,,Member,1
L2021-10198,Alum,CLB-10,MEMBER_OF,,,Member,1
L2022-10199,Alum,CLB-14,MEMBER_OF,,,Member,2
L2023-10200,Alum,CLB-17,MEMBER_OF,,,Member,2
L2024-10201,Alum,CLB-23,MEMBER_OF,,,Member,3
L2025-10202,Alum,CLB-22,MEMBER_OF,,,Member,4
L2025-10202,Alum,CLB-14,MEMBER_OF,,,Member,4
L2025-10202,Alum,CLB-07,MEMBER_OF,,,Member,3
L2025-10202,Alum,CLB-23,MEMBER_OF,,,Officer,1
L2019-10203,Alum,CLB-14,MEMBER_OF,,,President,3
L2020-10204,Alum,CLB-10,MEMBER_OF,,,President,3
L2020-10204,Alum,CLB-12,MEMBER_OF,,,Officer,4
L2020-10204,Alum,CLB-15,MEMBER_OF,,,Officer,4
L2021-10205,Alum,CLB-39,MEMBER_OF,,,Founder,3
L2021-10205,Alum,CLB-01,MEMBER_OF,,,Member,2
L2022-10206,Alum,CLB-04,MEMBER_OF,,,Member,3
L2022-10206,Alum,CLB-02,MEMBER_OF,,,Member,3
L2023-10207,Alum,CLB-05,MEMBER_OF,,,Member,2
L2023-10207,Alum,CLB-15,MEMBER_OF,,,Founder,3
L2023-10207,Alum,CLB-37,MEMBER_OF,,,President,3
L2024-10208,Alum,CLB-37,MEMBER_OF,,,Member,1
L2024-10208,Alum,CLB-23,MEMBER_OF,,,Member,3
L2025-10209,Alum,CLB-08,MEMBER_OF,,,Member,2
L2025-10209,Alum,CLB-09,MEMBER_OF,,,Member,3
L2019-10210,Alum,CLB-22,MEMBER_OF,,,Member,2
L2020-10211,Alum,CLB-10,MEMBER_OF,,,Member,2
L2020-10211,Alum,CLB-02,MEMBER_OF,,,Member,2
L2020-10211,Alum,CLB-14,MEMBER_OF,,,Member,3
L2021-10212,Alum,CLB-28,MEMBER_OF,,,Member,1
L2021-10212,Alum,CLB-31,MEMBER_OF,,,Member,1
L2022-10213,Alum,CLB-19,MEMBER_OF,,,Member,2
L2022-10213,Alum,CLB-40,MEMBER_OF,,,Member,4
L2022-10213,Alum,CLB-21,MEMBER_OF,,,Member,2
L2023-10214,Alum,CLB-07,MEMBER_OF,,,Member,1
L2023-10214,Alum,CLB-15,MEMBER_OF,,,Member,2
L2024-10215,Alum,CLB-40,MEMBER_OF,,,President,2
L2024-10215,Alum,CLB-19,MEMBER_OF,,,Member,1
L2025-10216,Alum,CLB-41,MEMBER_OF,,,Member,2
L2025-10216,Alum,CLB-33,MEMBER_OF,,,Officer,3
L2025-10216,Alum,CLB-17,MEMBER_OF,,,Member,4
L2019-10217,Alum,CLB-14,MEMBER_OF,,,Member,1
L2019-10217,Alum,CLB-37,MEMBER_OF,,,Member,3
L2020-10218,Alum,CLB-02,MEMBER_OF,,,Member,1
L2021-10219,Alum,CLB-20,MEMBER_OF,,,President,1
L2021-10219,Alum,CLB-28,MEMBER_OF,,,Officer,1
L2021-10219,Alum,CLB-05,MEMBER_OF,,,Member,2
L2021-10219,Alum,CLB-12,MEMBER_OF,,,Member,4
L2022-10220,Alum,CLB-07,MEMBER_OF,,,Member,1
L2024-10222,Alum,CLB-28,MEMBER_OF,,,Officer,2
L2024-10222,Alum,CLB-05,MEMBER_OF,,,Member,2
L2025-10223,Alum,CLB-03,MEMBER_OF,,,Member,1
L2025-10223,Alum,CLB-15,MEMBER_OF,,,Member,4
L2019-10224,Alum,CLB-39,MEMBER_OF,,,Member,3
L2019-10224,Alum,CLB-08,MEMBER_OF,,,Member,1
L2019-10224,Alum,CLB-17,MEMBER_OF,,,Officer,1
L2019-10224,Alum,CLB-07,MEMBER_OF,,,Founder,2
L2020-10225,Alum,CLB-11,MEMBER_OF,,,Member,4
L2020-10225,Alum,CLB-17,MEMBER_OF,,,President,2
L2021-10226,Alum,CLB-09,MEMBER_OF,,,Member,2
L2023-10228,Alum,CLB-02,MEMBER_OF,,,Member,2
L2023-10228,Alum,CLB-26,MEMBER_OF,,,Officer,1
L2023-10228,Alum,CLB-23,MEMBER_OF,,,Officer,3
L2024-10229,Alum,CLB-15,MEMBER_OF,,,Member,3
L2019-10231,Alum,CLB-17,MEMBER_OF,,,Officer,4
L2019-10231,Alum,CLB-38,MEMBER_OF,,,Member,2
L2019-10231,Alum,CLB-44,MEMBER_OF,,,Member,3
L2019-10231,Alum,CLB-10,MEMBER_OF,,,Member,3
L2020-10232,Alum,CLB-10,MEMBER_OF,,,Officer,3
L2022-10234,Alum,CLB-21,MEMBER_OF,,,Member,1
L2022-10234,Alum,CLB-44,MEMBER_OF,,,Member,4
L2023-10235,Alum,CLB-07,MEMBER_OF,,,Officer,3
L2023-10235,Alum,CLB-05,MEMBER_OF,,,Member,4
L2023-10235,Alum,CLB-23,MEMBER_OF,,,Member,3
L2024-10236,Alum,CLB-09,MEMBER_OF,,,Officer,3
L2024-10236,Alum,CLB-39,MEMBER_OF,,,Member,1
L2025-10237,Alum,CLB-05,MEMBER_OF,,,Member,1
L2025-10237,Alum,CLB-17,MEMBER_OF,,,Member,1
L2025-10237,Alum,CLB-23,MEMBER_OF,,,Member,3
L2025-10237,Alum,CLB-10,MEMBER_OF,,,Member,2
L2020-10239,Alum,CLB-19,MEMBER_OF,,,Member,2
L2020-10239,Alum,CLB-27,MEMBER_OF,,,Member,3
L2020-10239,Alum,CLB-17,MEMBER_OF,,,Member,2
L2020-10239,Alum,CLB-39,MEMBER_OF,,,Member,4
L2021-10240,Alum,CLB-05,MEMBER_OF,,,Member,4
L2021-10240,Alum,CLB-22,MEMBER_OF,,,Officer,2
L2023-10242,Alum,CLB-10,MEMBER_OF,,,Officer,1
L2023-10242,Alum,CLB-09,MEMBER_OF,,,Founder,4
L2023-10242,Alum,CLB-08,MEMBER_OF,,,Member,4
L2024-10243,Alum,CLB-04,MEMBER_OF,,,Member,2
L2025-10244,Alum,CLB-40,MEMBER_OF,,,Officer,4
L2025-10244,Alum,CLB-13,MEMBER_OF,,,Officer,1
L2025-10244,Alum,CLB-17,MEMBER_OF,,,Member,1
L2019-10245,Alum,CLB-37,MEMBER_OF,,,Member,2
L2020-10246,Alum,CLB-40,MEMBER_OF,,,Member,3
L2021-10247,Alum,CLB-14,MEMBER_OF,,,Member,1
L2021-10247,Alum,CLB-37,MEMBER_OF,,,Member,4
L2022-10248,Alum,CLB-05,MEMBER_OF,,,Member,1
L2022-10248,Alum,CLB-23,MEMBER_OF,,,Member,3
L2022-10248,Alum,CLB-15,MEMBER_OF,,,Officer,1
L2022-10248,Alum,CLB-01,MEMBER_OF,,,Officer,4
L2023-10249,Alum,CLB-17,MEMBER_OF,,,Member,1
L2023-10249,Alum,CLB-21,MEMBER_OF,,,Officer,1
L2023-10249,Alum,CLB-04,MEMBER_OF,,,Member,2
L2024-10250,Alum,CLB-01,MEMBER_OF,,,Officer,1
L2019-10252,Alum,CLB-21,MEMBER_OF,,,Member,3
L2019-10252,Alum,CLB-14,MEMBER_OF,,,Member,4
L2019-10252,Alum,CLB-10,MEMBER_OF,,,Member,3
L2019-10252,Alum,CLB-23,MEMBER_OF,,,Member,3
L2020-10253,Alum,CLB-23,MEMBER_OF,,,Member,2
L2020-10253,Alum,CLB-24,MEMBER_OF,,,President,1
L2020-10253,Alum,CLB-31,MEMBER_OF,,,Member,3
L2020-10253,Alum,CLB-32,MEMBER_OF,,,Member,2
L2021-10254,Alum,CLB-15,MEMBER_OF,,,Member,2
L2021-10254,Alum,CLB-05,MEMBER_OF,,,President,1
L2021-10254,Alum,CLB-14,MEMBER_OF,,,Founder,1
L2022-10255,Alum,CLB-14,MEMBER_OF,,,Member,2
L2022-10255,Alum,CLB-17,MEMBER_OF,,,Member,3
L2023-10256,Alum,CLB-19,MEMBER_OF,,,Member,2
L2023-10256,Alum,CLB-02,MEMBER_OF,,,Member,2
L2024-10257,Alum,CLB-41,MEMBER_OF,,,Member,2
L2025-10258,Alum,CLB-03,MEMBER_OF,,,Member,2
L2025-10258,Alum,CLB-15,MEMBER_OF,,,Member,1
L2019-10259,Alum,CLB-41,MEMBER_OF,,,Member,3
L2019-10259,Alum,CLB-19,MEMBER_OF,,,Officer,2
L2019-10259,Alum,CLB-10,MEMBER_OF,,,Member,2
L2020-10260,Alum,CLB-23,MEMBER_OF,,,Member,4
L2020-10260,Alum,CLB-26,MEMBER_OF,,,Officer,1
L2020-10260,Alum,CLB-21,MEMBER_OF,,,Member,2
L2021-10261,Alum,CLB-10,MEMBER_OF,,,Officer,3
L2022-10262,Alum,CLB-07,MEMBER_OF,,,Member,2
L2022-10262,Alum,CLB-19,MEMBER_OF,,,Officer,4
L2022-10262,Alum,CLB-14,MEMBER_OF,,,Officer,3
L2022-10262,Alum,CLB-08,MEMBER_OF,,,Member,2
L2023-10263,Alum,CLB-17,MEMBER_OF,,,Officer,2
L2023-10263,Alum,CLB-04,MEMBER_OF,,,Member,1
L2023-10263,Alum,CLB-11,MEMBER_OF,,,Member,4
L2024-10264,Alum,CLB-36,MEMBER_OF,,,Member,4
L2024-10264,Alum,CLB-01,MEMBER_OF,,,Member,1
L2025-10265,Alum,CLB-40,MEMBER_OF,,,Member,3
L2025-10265,Alum,CLB-05,MEMBER_OF,,,Member,2
L2019-10266,Alum,CLB-14,MEMBER_OF,,,President,4
L2019-10266,Alum,CLB-22,MEMBER_OF,,,Member,3
L2019-10266,Alum,CLB-23,MEMBER_OF,,,Member,2
L2019-10266,Alum,CLB-11,MEMBER_OF,,,Member,1
L2020-10267,Alum,CLB-03,MEMBER_OF,,,Member,4
L2021-10268,Alum,CLB-04,MEMBER_OF,,,Member,4
L2021-10268,Alum,CLB-11,MEMBER_OF,,,Member,3
L2021-10268,Alum,CLB-14,MEMBER_OF,,,Member,3
L2021-10268,Alum,CLB-40,MEMBER_OF,,,President,4
L2022-10269,Alum,CLB-43,MEMBER_OF,,,Member,4
L2022-10269,Alum,CLB-13,MEMBER_OF,,,Member,2
L2022-10269,Alum,CLB-14,MEMBER_OF,,,Member,4
L2022-10269,Alum,CLB-23,MEMBER_OF,,,Member,4
L2023-10270,Alum,CLB-10,MEMBER_OF,,,Member,4
L2023-10270,Alum,CLB-08,MEMBER_OF,,,Officer,2
L2023-10270,Alum,CLB-23,MEMBER_OF,,,Officer,3
L2024-10271,Alum,CLB-25,MEMBER_OF,,,Member,2
L2024-10271,Alum,CLB-06,MEMBER_OF,,,Officer,1
L2025-10272,Alum,CLB-10,MEMBER_OF,,,Member,3
L2025-10272,Alum,CLB-09,MEMBER_OF,,,Member,1
L2019-10273,Alum,CLB-44,MEMBER_OF,,,President,4
L2019-10273,Alum,CLB-17,MEMBER_OF,,,Member,4
L2019-10273,Alum,CLB-12,MEMBER_OF,,,Member,3
L2020-10274,Alum,CLB-40,MEMBER_OF,,,Member,2
L2021-10275,Alum,CLB-07,MEMBER_OF,,,Member,4
L2021-10275,Alum,CLB-26,MEMBER_OF,,,Member,2
L2021-10275,Alum,CLB-08,MEMBER_OF,,,Member,3
L2022-10276,Alum,CLB-05,MEMBER_OF,,,Member,4
L2022-10276,Alum,CLB-14,MEMBER_OF,,,Member,4
L2023-10277,Alum,CLB-14,MEMBER_OF,,,Member,1
L2023-10277,Alum,CLB-16,MEMBER_OF,,,Member,4
L2023-10277,Alum,CLB-22,MEMBER_OF,,,Officer,2
L2024-10278,Alum,CLB-09,MEMBER_OF,,,President,1
L2024-10278,Alum,CLB-07,MEMBER_OF,,,Member,1
L2025-10279,Alum,CLB-10,MEMBER_OF,,,Member,1
L2019-10280,Alum,CLB-24,MEMBER_OF,,,Member,3
L2019-10280,Alum,CLB-14,MEMBER_OF,,,Officer,4
L2020-10281,Alum,CLB-17,MEMBER_OF,,,President,3
L2020-10281,Alum,CLB-14,MEMBER_OF,,,Member,4
L2020-10281,Alum,CLB-02,MEMBER_OF,,,Officer,1
L2021-10282,Alum,CLB-07,MEMBER_OF,,,Member,3
L2021-10282,Alum,CLB-19,MEMBER_OF,,,Member,1
L2021-10282,Alum,CLB-06,MEMBER_OF,,,Officer,2
L2021-10282,Alum,CLB-11,MEMBER_OF,,,Member,4
L2022-10283,Alum,CLB-27,MEMBER_OF,,,Member,3
L2022-10283,Alum,CLB-17,MEMBER_OF,,,Member,2
L2022-10283,Alum,CLB-22,MEMBER_OF,,,Member,4
L2023-10284,Alum,CLB-07,MEMBER_OF,,,President,1
L2024-10285,Alum,CLB-38,MEMBER_OF,,,Member,2
L2024-10285,Alum,CLB-14,MEMBER_OF,,,Member,1
L2024-10285,Alum,CLB-17,MEMBER_OF,,,Member,1
L2024-10285,Alum,CLB-15,MEMBER_OF,,,Member,1
L2025-10286,Alum,CLB-14,MEMBER_OF,,,Member,2
L2025-10286,Alum,CLB-09,MEMBER_OF,,,Member,3
L2025-10286,Alum,CLB-10,MEMBER_OF,,,Member,2
L2019-10287,Alum,CLB-14,MEMBER_OF,,,Member,3
L2020-10288,Alum,CLB-33,MEMBER_OF,,,Founder,1
L2021-10289,Alum,CLB-35,MEMBER_OF,,,Member,2
L2022-10290,Alum,CLB-01,MEMBER_OF,,,Founder,4
L2023-10291,Alum,CLB-31,MEMBER_OF,,,Member,4
L2023-10291,Alum,CLB-38,MEMBER_OF,,,Member,4
L2024-10292,Alum,CLB-31,MEMBER_OF,,,Member,4
L2025-10293,Alum,CLB-21,MEMBER_OF,,,Member,1
L2019-10294,Alum,CLB-28,MEMBER_OF,,,Member,2
L2019-10294,Alum,CLB-39,MEMBER_OF,,,Member,1
L2019-10294,Alum,CLB-37,MEMBER_OF,,,Member,1
L2021-10296,Alum,CLB-22,MEMBER_OF,,,Member,2
L2021-10296,Alum,CLB-26,MEMBER_OF,,,Officer,4
L2022-10297,Alum,CLB-19,MEMBER_OF,,,Member,2
L2022-10297,Alum,CLB-02,MEMBER_OF,,,Founder,1
L2023-10298,Alum,CLB-17,MEMBER_OF,,,Officer,2
L2023-10298,Alum,CLB-32,MEMBER_OF,,,Member,4
L2023-10298,Alum,CLB-11,MEMBER_OF,,,Officer,3
L2024-10299,Alum,CLB-09,MEMBER_OF,,,Member,1
L2024-10299,Alum,CLB-44,MEMBER_OF,,,Member,1
L2024-10299,Alum,CLB-21,MEMBER_OF,,,Member,2
L2024-10299,Alum,CLB-12,MEMBER_OF,,,Member,2
L2025-10300,Alum,CLB-23,MEMBER_OF,,,Member,3
L2025-10300,Alum,CLB-12,MEMBER_OF,,,Member,3
L2025-10300,Alum,CLB-17,MEMBER_OF,,,Member,2
L2019-10301,Alum,CLB-08,MEMBER_OF,,,President,3
L2019-10301,Alum,CLB-17,MEMBER_OF,,,Officer,1
L2019-10301,Alum,CLB-21,MEMBER_OF,,,Member,4
L2020-10302,Alum,CLB-15,MEMBER_OF,,,Member,1
L2020-10302,Alum,CLB-14,MEMBER_OF,,,Member,2
L2021-10303,Alum,CLB-13,MEMBER_OF,,,Member,3
L2021-10303,Alum,CLB-23,MEMBER_OF,,,Member,3
L2021-10303,Alum,CLB-11,MEMBER_OF,,,Member,3
L2021-10303,Alum,CLB-04,MEMBER_OF,,,President,2
L2022-10304,Alum,CLB-05,MEMBER_OF,,,President,4
L2022-10304,Alum,CLB-40,MEMBER_OF,,,Member,1
L2022-10304,Alum,CLB-19,MEMBER_OF,,,Member,2
L2023-10305,Alum,CLB-40,MEMBER_OF,,,Officer,2
L2023-10305,Alum,CLB-02,MEMBER_OF,,,Founder,4
L2023-10305,Alum,CLB-22,MEMBER_OF,,,Member,4
L2025-10307,Alum,CLB-23,MEMBER_OF,,,Member,2
L2019-10308,Alum,CLB-09,MEMBER_OF,,,Member,2
L2019-10308,Alum,CLB-13,MEMBER_OF,,,Member,2
L2020-10309,Alum,CLB-43,MEMBER_OF,,,President,1
L2020-10309,Alum,CLB-14,MEMBER_OF,,,Member,3
L2020-10309,Alum,CLB-05,MEMBER_OF,,,Officer,3
L2021-10310,Alum,CLB-26,MEMBER_OF,,,Member,1
L2021-10310,Alum,CLB-28,MEMBER_OF,,,Officer,4
L2022-10311,Alum,CLB-23,MEMBER_OF,,,Officer,3
L2023-10312,Alum,CLB-14,MEMBER_OF,,,Member,1
L2023-10312,Alum,CLB-33,MEMBER_OF,,,Officer,3
L2023-10312,Alum,CLB-13,MEMBER_OF,,,Member,2
L2024-10313,Alum,CLB-15,MEMBER_OF,,,Member,4
L2024-10313,Alum,CLB-08,MEMBER_OF,,,Officer,1
L2024-10313,Alum,CLB-04,MEMBER_OF,,,Member,2
L2025-10314,Alum,CLB-22,MEMBER_OF,,,Officer,2
L2019-10315,Alum,CLB-09,MEMBER_OF,,,President,3
L2020-10316,Alum,CLB-22,MEMBER_OF,,,Member,3
L2020-10316,Alum,CLB-41,MEMBER_OF,,,Member,1
L2020-10316,Alum,CLB-23,MEMBER_OF,,,Member,4
L2020-10316,Alum,CLB-09,MEMBER_OF,,,Member,4
L2021-10317,Alum,CLB-23,MEMBER_OF,,,Member,1
L2021-10317,Alum,CLB-25,MEMBER_OF,,,Member,2
